node_id,filtered_tilt,filtered_vibration,filtered_strain,status
NODE_01,2.6607,1.0337,1.4376,WARNING
NODE_01,0.1299,0.0945,0.0425,SAFE
NODE_01,3.3002,0.476,0.5653,WARNING
NODE_01,7.5089,2.0467,5.5439,DANGER
NODE_01,0.0229,0.1537,0.1696,SAFE
NODE_01,0.1185,0.1619,0.0028,SAFE
NODE_01,0.0954,0.1762,0.1809,SAFE
NODE_01,0.217,0.0536,0.1372,SAFE
NODE_01,0.1796,0.1019,0.1608,SAFE
NODE_01,3.1542,1.1782,1.4427,WARNING
NODE_01,2.2026,0.9305,1.4171,WARNING
NODE_01,0.1319,0.0641,0.0537,SAFE
NODE_01,0.1287,0.0304,0.1271,SAFE
NODE_01,7.9476,5.2339,5.2931,DANGER
NODE_01,0.0578,0.2798,0.1805,SAFE
NODE_01,0.1904,0.165,0.1561,SAFE
NODE_01,0.1889,0.0999,0.0645,SAFE
NODE_01,0.1872,0.0706,0.1149,SAFE
NODE_01,0.0814,0.0348,0.1341,SAFE
NODE_01,0.2844,0.2758,0.0575,SAFE
NODE_01,0.1323,0.2904,0.0461,SAFE
NODE_01,1.7566,0.8032,0.6883,WARNING
NODE_01,0.0133,0.2973,0.0778,SAFE
NODE_01,0.0783,0.1921,0.1568,SAFE
NODE_01,0.1083,0.1704,0.1464,SAFE
NODE_01,0.2016,0.2096,0.1951,SAFE
NODE_01,0.1304,0.2027,0.0304,SAFE
NODE_01,0.2481,0.215,0.0045,SAFE
NODE_01,0.0757,0.2111,0.1013,SAFE
NODE_01,2.7188,0.5085,1.7263,WARNING
NODE_01,0.2816,0.2191,0.1371,SAFE
NODE_01,0.2623,0.2718,0.198,SAFE
NODE_01,1.2241,1.1066,1.5731,WARNING
NODE_01,0.1796,0.0385,0.1368,SAFE
NODE_01,11.103,2.7222,6.9818,DANGER
NODE_01,2.1841,1.103,1.4457,WARNING
NODE_01,0.2362,0.0165,0.038,SAFE
NODE_01,0.004,0.245,0.0455,SAFE
NODE_01,0.2918,0.1273,0.0864,SAFE
NODE_01,0.0368,0.0364,0.1914,SAFE
NODE_01,0.0875,0.2949,0.1529,SAFE
NODE_01,0.2288,0.2649,0.1783,SAFE
NODE_01,1.8647,0.3919,1.0989,WARNING
NODE_01,2.788,0.5812,1.2097,WARNING
NODE_01,0.185,0.2959,0.0688,SAFE
NODE_01,0.1755,0.2064,0.0525,SAFE
NODE_01,0.0372,0.0909,0.0601,SAFE
NODE_01,0.0235,0.0737,0.0755,SAFE
NODE_01,0.8729,1.1811,1.1387,WARNING
NODE_01,9.9837,5.1333,5.6462,DANGER
NODE_01,0.2707,0.0366,0.185,SAFE
NODE_01,0.1007,0.0936,0.1151,SAFE
NODE_01,0.0696,0.2728,0.1392,SAFE
NODE_01,0.1458,0.1771,0.0303,SAFE
NODE_01,0.0174,0.2122,0.1875,SAFE
NODE_01,2.7896,0.4262,1.3707,WARNING
NODE_01,0.174,0.2,0.0768,SAFE
NODE_01,0.2245,0.1377,0.0561,SAFE
NODE_01,2.1991,0.6236,0.4002,WARNING
NODE_01,0.1835,0.2777,0.1196,SAFE
NODE_01,0.2976,0.1939,0.1578,SAFE
NODE_01,2.9904,0.5415,1.6218,WARNING
NODE_01,12.0635,3.5905,7.9505,DANGER
NODE_01,0.0882,0.2118,0.0169,SAFE
NODE_01,0.0031,0.1041,0.1317,SAFE
NODE_01,0.2771,0.0365,0.1004,SAFE
NODE_01,0.0193,0.094,0.1887,SAFE
NODE_01,2.0469,0.8975,1.6613,WARNING
NODE_01,0.0954,0.158,0.1436,SAFE
NODE_01,0.2298,0.283,0.1087,SAFE
NODE_01,0.1941,0.1516,0.0101,SAFE
NODE_01,0.1792,0.0831,0.0916,SAFE
NODE_01,0.1476,0.0194,0.0296,SAFE
NODE_01,7.4328,2.4678,2.1237,DANGER
NODE_01,0.2067,0.0799,0.0853,SAFE
NODE_01,0.1511,0.0625,0.0646,SAFE
NODE_01,5.0807,4.451,4.8441,DANGER
NODE_01,0.137,0.2881,0.0691,SAFE
NODE_01,0.1295,0.2189,0.1672,SAFE
NODE_01,7.1445,2.5919,4.8511,DANGER
NODE_01,0.037,0.1118,0.1126,SAFE
NODE_01,2.506,0.9405,1.3608,WARNING
NODE_01,0.1314,0.081,0.0245,SAFE
NODE_01,0.2614,0.0683,0.0161,SAFE
NODE_01,0.066,0.0534,0.0491,SAFE
NODE_01,0.08,0.2957,0.0283,SAFE
NODE_01,13.7723,4.9533,5.9548,DANGER
NODE_01,0.0128,0.1808,0.1507,SAFE
NODE_01,1.1304,1.1555,0.7073,WARNING
NODE_01,0.0229,0.2785,0.0295,SAFE
NODE_01,0.1855,0.2589,0.1064,SAFE
NODE_01,0.2467,0.0391,0.1613,SAFE
NODE_01,0.2633,0.2337,0.0701,SAFE
NODE_01,0.0547,0.0846,0.1794,SAFE
NODE_01,0.0935,0.1884,0.0415,SAFE
NODE_01,2.7069,0.4685,0.9497,WARNING
NODE_01,8.5979,4.2907,4.5261,DANGER
NODE_01,0.0168,0.1643,0.1978,SAFE
NODE_01,0.1417,0.0923,0.1099,SAFE
NODE_01,0.067,0.1537,0.1517,SAFE
NODE_01,1.9258,0.6736,1.5354,WARNING
NODE_01,0.2468,0.284,0.1135,SAFE
NODE_01,2.4445,0.7004,1.3292,WARNING
NODE_01,0.0833,0.264,0.0938,SAFE
NODE_01,0.1236,0.1607,0.1585,SAFE
NODE_01,0.0748,0.1351,0.0729,SAFE
NODE_01,2.3256,0.8203,1.331,WARNING
NODE_01,14.1397,5.1394,7.9828,DANGER
NODE_01,0.145,0.2938,0.1039,SAFE
NODE_01,0.1996,0.2312,0.0857,SAFE
NODE_01,3.3659,0.5506,1.5431,WARNING
NODE_01,0.191,0.2558,0.0164,SAFE
NODE_01,9.3412,3.8589,7.4073,DANGER
NODE_01,0.1825,0.0982,0.1501,SAFE
NODE_01,0.0618,0.0517,0.1099,SAFE
NODE_01,0.02,0.2511,0.1023,SAFE
NODE_01,1.5388,0.931,1.0342,WARNING
NODE_01,3.246,0.8992,0.8343,WARNING
NODE_01,0.1962,0.102,0.0555,SAFE
NODE_01,0.1081,0.0139,0.0401,SAFE
NODE_01,0.1592,0.0609,0.1554,SAFE
NODE_01,0.2542,0.1644,0.1803,SAFE
NODE_01,0.257,0.2865,0.066,SAFE
NODE_01,0.283,0.0939,0.1761,SAFE
NODE_01,0.2603,0.1961,0.0352,SAFE
NODE_01,0.1575,0.2931,0.0081,SAFE
NODE_01,0.0753,0.0821,0.0671,SAFE
NODE_01,3.0922,1.1348,1.6139,WARNING
NODE_01,0.293,0.0298,0.0864,SAFE
NODE_01,13.0141,5.0498,5.7869,DANGER
NODE_01,0.1844,0.2857,0.1617,SAFE
NODE_01,3.1058,0.9568,0.6619,WARNING
NODE_01,1.9175,0.6724,0.8638,WARNING
NODE_01,1.9468,0.7822,0.6596,WARNING
NODE_01,0.167,0.1414,0.0816,SAFE
NODE_01,0.202,0.0773,0.1562,SAFE
NODE_01,0.0418,0.0327,0.1986,SAFE
NODE_01,1.8229,1.1052,1.5185,WARNING
NODE_01,0.1912,0.2328,0.1236,SAFE
NODE_01,0.0351,0.1333,0.0448,SAFE
NODE_01,0.1451,0.2426,0.0368,SAFE
NODE_01,0.0963,0.1465,0.0378,SAFE
NODE_01,0.195,0.1837,0.0927,SAFE
NODE_01,0.5455,0.8928,0.9019,WARNING
NODE_01,0.2478,0.0789,0.1395,SAFE
NODE_01,0.219,0.0861,0.1381,SAFE
NODE_01,0.1471,0.1513,0.1384,SAFE
NODE_01,3.3519,1.0248,0.9532,WARNING
NODE_01,0.2971,0.2275,0.0742,SAFE
NODE_01,0.2283,0.0458,0.02,SAFE
NODE_01,0.1999,0.0102,0.033,SAFE
NODE_01,0.2844,0.1949,0.1928,SAFE
NODE_01,0.293,0.1332,0.051,SAFE
NODE_01,0.2492,0.0319,0.0874,SAFE
NODE_01,0.0655,0.0861,0.1739,SAFE
NODE_01,7.6233,1.9816,4.4648,DANGER
NODE_01,0.0582,0.2515,0.1249,SAFE
NODE_01,0.0283,0.1527,0.1805,SAFE
NODE_01,0.097,0.2994,0.0189,SAFE
NODE_01,0.2231,0.2907,0.1442,SAFE
NODE_01,0.0533,0.1341,0.0363,SAFE
NODE_01,0.9622,0.8579,1.5811,WARNING
NODE_01,0.2344,0.2156,0.0586,SAFE
NODE_01,0.1115,0.2734,0.0012,SAFE
NODE_01,0.1147,0.0545,0.1329,SAFE
NODE_01,0.1987,0.1303,0.0291,SAFE
NODE_01,2.4443,0.9342,0.9677,WARNING
NODE_01,0.052,0.2539,0.0626,SAFE
NODE_01,0.0211,0.1083,0.094,SAFE
NODE_01,8.475,4.4457,5.4763,DANGER
NODE_01,3.217,0.7055,0.9924,WARNING
NODE_01,0.0502,0.2681,0.1572,SAFE
NODE_01,0.2435,0.08,0.0612,SAFE
NODE_01,3.1306,0.5035,1.212,WARNING
NODE_01,0.2662,0.1373,0.0308,SAFE
NODE_01,0.0283,0.2579,0.1803,SAFE
NODE_01,0.2482,0.0648,0.1434,SAFE
NODE_01,0.1538,0.2589,0.0391,SAFE
NODE_01,2.8371,0.4406,1.3315,WARNING
NODE_01,0.1383,0.0728,0.0182,SAFE
NODE_01,0.1497,0.2347,0.1079,SAFE
NODE_01,2.7169,0.5481,1.1951,WARNING
NODE_01,4.2488,1.8115,7.7491,DANGER
NODE_01,0.2916,0.2353,0.1831,SAFE
NODE_01,0.0131,0.0547,0.0948,SAFE
NODE_01,0.2634,0.0802,0.179,SAFE
NODE_01,0.2879,0.0768,0.1333,SAFE
NODE_01,0.0242,0.2566,0.0896,SAFE
NODE_01,2.2751,0.5006,1.6266,WARNING
NODE_01,0.1126,0.2534,0.0397,SAFE
NODE_01,0.1155,0.1193,0.0463,SAFE
NODE_01,0.1876,0.1659,0.1482,SAFE
NODE_01,0.0552,0.2799,0.02,SAFE
NODE_01,0.2932,0.239,0.1935,SAFE
NODE_01,8.3424,4.065,6.9594,DANGER
NODE_01,0.1962,0.0709,0.088,SAFE
NODE_01,7.3524,2.8509,4.0493,DANGER
NODE_01,0.0157,0.0592,0.0755,SAFE
NODE_01,0.6015,0.8717,0.8573,WARNING
NODE_01,0.019,0.1412,0.0023,SAFE
NODE_01,1.919,1.0736,1.5265,WARNING
NODE_01,0.1739,0.2398,0.1687,SAFE
NODE_01,0.1718,0.2843,0.1764,SAFE
NODE_01,0.1132,0.1316,0.1046,SAFE
NODE_01,0.251,0.0293,0.1554,SAFE
NODE_01,0.0046,0.1482,0.0253,SAFE
NODE_01,0.1839,0.2241,0.0749,SAFE
NODE_01,0.0987,0.2316,0.1066,SAFE
NODE_01,0.0333,0.2715,0.0098,SAFE
NODE_01,0.2517,0.2077,0.1618,SAFE
NODE_01,0.0225,0.0998,0.0563,SAFE
NODE_01,6.1131,4.333,4.5078,DANGER
NODE_01,0.1769,0.2007,0.0865,SAFE
NODE_01,0.2975,0.0641,0.0912,SAFE
NODE_01,0.0373,0.1294,0.0464,SAFE
NODE_01,0.1559,0.0331,0.1028,SAFE
NODE_01,0.2568,0.0244,0.1161,SAFE
NODE_01,0.0411,0.2665,0.1609,SAFE
NODE_01,0.9766,0.6918,0.8531,WARNING
NODE_01,0.151,0.2638,0.0416,SAFE
NODE_01,0.2901,0.1719,0.0025,SAFE
NODE_01,0.009,0.058,0.0233,SAFE
NODE_01,0.1523,0.1598,0.0619,SAFE
NODE_01,0.1612,0.0245,0.178,SAFE
NODE_01,3.056,0.6925,1.4347,WARNING
NODE_01,0.0256,0.0998,0.1385,SAFE
NODE_01,0.2158,0.1647,0.0151,SAFE
NODE_01,11.3633,5.7537,2.8903,DANGER
NODE_01,0.2427,0.0143,0.1163,SAFE
NODE_01,0.1417,0.2838,0.0697,SAFE
NODE_01,0.0945,0.2124,0.1066,SAFE
NODE_01,0.0976,0.0963,0.0379,SAFE
NODE_01,0.1723,0.2542,0.1161,SAFE
NODE_01,0.113,0.2149,0.0381,SAFE
NODE_01,0.1046,0.2838,0.102,SAFE
NODE_01,5.5653,4.4726,2.8732,DANGER
NODE_01,0.1665,0.1717,0.1765,SAFE
NODE_01,0.2761,0.1013,0.1568,SAFE
NODE_01,0.2321,0.0817,0.1414,SAFE
NODE_01,0.2602,0.1907,0.0286,SAFE
NODE_01,1.2285,1.1477,0.648,WARNING
NODE_01,0.2838,0.1014,0.1517,SAFE
NODE_01,0.0604,0.1354,0.0368,SAFE
NODE_01,0.0975,0.2874,0.178,SAFE
NODE_01,1.9391,0.7649,0.5982,WARNING
NODE_01,0.6782,0.3877,1.008,WARNING
NODE_01,2.6496,0.5564,0.9591,WARNING
NODE_01,0.0633,0.215,0.1093,SAFE
NODE_01,2.3284,0.966,0.4003,WARNING
NODE_01,5.624,1.9476,4.7559,DANGER
NODE_01,0.0448,0.208,0.1673,SAFE
NODE_01,0.054,0.2098,0.0688,SAFE
NODE_01,0.2654,0.0339,0.0994,SAFE
NODE_01,0.2805,0.085,0.0291,SAFE
NODE_01,0.0214,0.1857,0.1046,SAFE
NODE_01,0.2316,0.2454,0.0025,SAFE
NODE_01,0.0658,0.2597,0.0342,SAFE
NODE_01,0.2578,0.1032,0.0769,SAFE
NODE_01,0.2056,0.1812,0.0111,SAFE
NODE_01,0.2271,0.2055,0.0862,SAFE
NODE_01,1.8742,0.5464,0.7034,WARNING
NODE_01,0.2621,0.1384,0.1011,SAFE
NODE_01,2.5693,0.4374,1.1156,WARNING
NODE_01,0.0811,0.2283,0.0136,SAFE
NODE_01,0.1512,0.0444,0.1192,SAFE
NODE_01,8.5019,5.0546,7.3476,DANGER
NODE_01,0.0416,0.2869,0.142,SAFE
NODE_01,0.1769,0.2029,0.1244,SAFE
NODE_01,0.0622,0.118,0.0871,SAFE
NODE_01,0.2453,0.1818,0.0923,SAFE
NODE_01,0.2696,0.0687,0.1488,SAFE
NODE_01,0.294,0.1095,0.1464,SAFE
NODE_01,2.1952,1.1062,0.9903,WARNING
NODE_01,13.8927,1.6486,2.9002,DANGER
NODE_01,0.2904,0.194,0.0624,SAFE
NODE_01,0.1958,0.0381,0.0216,SAFE
NODE_01,0.0901,0.2331,0.1854,SAFE
NODE_01,0.1192,0.0323,0.043,SAFE
NODE_01,0.2958,0.1717,0.1789,SAFE
NODE_01,0.0455,0.248,0.1598,SAFE
NODE_01,1.1698,0.9034,1.3079,WARNING
NODE_01,0.2875,0.1293,0.1145,SAFE
NODE_01,0.1666,0.0596,0.0796,SAFE
NODE_01,0.1308,0.1079,0.0712,SAFE
NODE_01,2.5073,0.9501,0.8148,WARNING
NODE_01,0.0917,0.0833,0.1567,SAFE
NODE_01,0.2228,0.1244,0.0601,SAFE
NODE_01,0.2404,0.2337,0.0658,SAFE
NODE_01,0.1293,0.2316,0.1707,SAFE
NODE_01,11.7338,3.4393,5.4679,DANGER
NODE_01,0.1016,0.2934,0.0386,SAFE
NODE_01,0.0643,0.2574,0.1794,SAFE
NODE_01,1.7599,0.6598,0.6727,WARNING
NODE_01,2.2713,1.0279,1.3077,WARNING
NODE_01,0.0544,0.1941,0.0271,SAFE
NODE_01,0.0695,0.1089,0.0538,SAFE
NODE_01,13.38,4.6163,2.4492,DANGER
NODE_01,0.248,0.1539,0.0602,SAFE
NODE_01,0.2857,0.2487,0.092,SAFE
NODE_01,0.1814,0.2347,0.0126,SAFE
NODE_01,11.4256,2.6698,5.8801,DANGER
NODE_01,0.1112,0.269,0.1756,SAFE
NODE_01,0.7436,0.6044,0.4376,WARNING
NODE_01,0.5582,0.4849,0.7755,WARNING
NODE_01,0.0757,0.119,0.0617,SAFE
NODE_01,0.1201,0.1924,0.1235,SAFE
NODE_01,0.1184,0.0779,0.1583,SAFE
NODE_01,11.9821,3.4358,6.4679,DANGER
NODE_01,0.0245,0.158,0.1996,SAFE
NODE_01,0.0917,0.0827,0.1404,SAFE
NODE_01,0.235,0.0311,0.1288,SAFE
NODE_01,3.1442,1.0475,1.3871,WARNING
NODE_01,1.3133,0.8666,0.4517,WARNING
NODE_01,4.236,5.6034,4.9735,DANGER
NODE_01,0.2896,0.2389,0.0233,SAFE
NODE_01,0.2042,0.2523,0.1376,SAFE
NODE_01,1.3439,1.1768,1.0138,WARNING
NODE_01,0.0926,0.0534,0.1686,SAFE
NODE_01,0.1699,0.0721,0.0455,SAFE
NODE_01,3.1031,0.5394,0.9341,WARNING
NODE_01,4.9612,2.887,2.7346,DANGER
NODE_01,0.1793,0.1349,0.1894,SAFE
NODE_01,0.229,0.2697,0.1122,SAFE
NODE_01,0.7046,0.5059,0.9802,WARNING
NODE_01,0.1071,0.2912,0.0133,SAFE
NODE_01,2.6401,1.0843,0.9675,WARNING
NODE_01,0.0661,0.0936,0.087,SAFE
NODE_01,0.1026,0.0887,0.0774,SAFE
NODE_01,0.1603,0.1047,0.0554,SAFE
NODE_01,0.0198,0.1117,0.127,SAFE
NODE_01,0.1784,0.1733,0.074,SAFE
NODE_01,0.273,0.24,0.1157,SAFE
NODE_01,0.2639,0.0406,0.0247,SAFE
NODE_01,0.1365,0.0675,0.1155,SAFE
NODE_01,0.1753,0.2429,0.0418,SAFE
NODE_01,0.2693,0.1511,0.0132,SAFE
NODE_01,0.024,0.1306,0.023,SAFE
NODE_01,0.0188,0.0392,0.0378,SAFE
NODE_01,0.2357,0.2604,0.1183,SAFE
NODE_01,0.044,0.2421,0.0026,SAFE
NODE_01,0.0405,0.0507,0.1007,SAFE
NODE_01,1.1559,1.0448,1.427,WARNING
NODE_01,0.2553,0.0521,0.0228,SAFE
NODE_01,1.1913,0.9367,1.4445,WARNING
NODE_01,1.0014,0.9071,0.7636,WARNING
NODE_01,0.5663,0.8241,0.9214,WARNING
NODE_01,0.2164,0.0967,0.1923,SAFE
NODE_01,2.3319,0.4692,1.6878,WARNING
NODE_01,0.1304,0.1448,0.0775,SAFE
NODE_01,0.1953,0.2045,0.0753,SAFE
NODE_01,0.0935,0.1343,0.1549,SAFE
NODE_01,0.0753,0.1235,0.0045,SAFE
NODE_01,0.0818,0.2822,0.0655,SAFE
NODE_01,0.043,0.2046,0.1308,SAFE
NODE_01,0.07,0.1644,0.119,SAFE
NODE_01,0.2511,0.2541,0.0308,SAFE
NODE_01,3.37,0.6905,0.8716,WARNING
NODE_01,14.8801,4.5028,2.0694,DANGER
NODE_01,0.1854,0.0142,0.1905,SAFE
NODE_01,2.117,0.7346,0.9491,WARNING
NODE_01,0.2289,0.1908,0.1419,SAFE
NODE_01,0.2909,0.0357,0.0923,SAFE
NODE_01,0.2402,0.0404,0.0845,SAFE
NODE_01,0.2305,0.1606,0.1744,SAFE
NODE_01,0.2898,0.0719,0.0716,SAFE
NODE_01,0.0899,0.2812,0.0454,SAFE
NODE_01,2.3722,0.4438,0.5494,WARNING
NODE_01,0.1715,0.2005,0.153,SAFE
NODE_01,2.986,0.9473,1.5087,WARNING
NODE_01,0.0714,0.2214,0.1691,SAFE
NODE_01,0.7243,1.1376,0.7427,WARNING
NODE_01,11.7678,3.6481,6.5222,DANGER
NODE_01,0.1273,0.1838,0.046,SAFE
NODE_01,0.0255,0.2736,0.1659,SAFE
NODE_01,0.2747,0.2883,0.1897,SAFE
NODE_01,0.0938,0.2299,0.1152,SAFE
NODE_01,3.197,0.9405,0.5036,WARNING
NODE_01,0.0794,0.0546,0.1122,SAFE
NODE_01,0.1429,0.0603,0.055,SAFE
NODE_01,0.0779,0.2626,0.0714,SAFE
NODE_01,0.1667,0.1959,0.041,SAFE
NODE_01,0.1262,0.1759,0.1615,SAFE
NODE_01,0.1807,0.0871,0.1348,SAFE
NODE_01,4.1528,2.9601,2.2858,DANGER
NODE_01,0.1312,0.1773,0.1794,SAFE
NODE_01,0.1628,0.0592,0.1914,SAFE
NODE_01,0.1874,0.0475,0.0354,SAFE
NODE_01,0.0492,0.2203,0.1079,SAFE
NODE_01,0.2875,0.1223,0.0968,SAFE
NODE_01,11.0924,3.2697,5.4915,DANGER
NODE_01,0.2457,0.1416,0.0785,SAFE
NODE_01,0.0863,0.0262,0.1744,SAFE
NODE_01,0.2985,0.0158,0.1911,SAFE
NODE_01,0.0627,0.1206,0.0284,SAFE
NODE_01,2.8625,0.7646,1.608,WARNING
NODE_01,0.1387,0.0287,0.0922,SAFE
NODE_01,14.6411,2.3764,4.2446,DANGER
NODE_01,0.2672,0.0948,0.0841,SAFE
NODE_01,3.0048,0.5526,1.3373,WARNING
NODE_01,0.0437,0.0134,0.1567,SAFE
NODE_01,0.1598,0.2905,0.1438,SAFE
NODE_01,7.7269,5.768,7.2822,DANGER
NODE_01,0.1205,0.1774,0.0308,SAFE
NODE_01,0.019,0.1535,0.1176,SAFE
NODE_01,2.0444,0.4601,1.2666,WARNING
NODE_01,6.4883,3.1723,6.4065,DANGER
NODE_01,0.0985,0.1687,0.1112,SAFE
NODE_01,0.1609,0.0421,0.136,SAFE
NODE_01,3.2233,0.6119,0.8767,WARNING
NODE_01,0.2311,0.1093,0.0834,SAFE
NODE_01,11.5064,2.4384,4.5752,DANGER
NODE_01,0.241,0.1363,0.0053,SAFE
NODE_01,0.1872,0.1352,0.1367,SAFE
NODE_01,0.2409,0.0431,0.1517,SAFE
NODE_01,0.2374,0.2653,0.0663,SAFE
NODE_01,9.6784,5.619,7.0719,DANGER
NODE_01,0.2188,0.2265,0.0249,SAFE
NODE_01,2.7093,1.1246,0.9426,WARNING
NODE_01,2.3916,0.771,0.5595,WARNING
NODE_01,0.2883,0.1454,0.039,SAFE
NODE_01,10.759,2.8096,3.3962,DANGER
NODE_01,0.5468,0.5343,1.0649,WARNING
NODE_01,0.2201,0.2781,0.0924,SAFE
NODE_01,1.543,0.7611,1.3039,WARNING
NODE_01,0.0586,0.278,0.0994,SAFE
NODE_01,0.2534,0.0614,0.1326,SAFE
NODE_01,0.1572,0.276,0.1368,SAFE
NODE_01,0.1547,0.1165,0.0376,SAFE
NODE_01,0.2834,0.0441,0.0882,SAFE
NODE_01,0.1457,0.0276,0.0336,SAFE
NODE_01,0.1637,0.053,0.1876,SAFE
NODE_01,0.294,0.0673,0.0234,SAFE
NODE_01,1.9059,0.9659,1.4201,WARNING
NODE_01,7.1668,2.6156,3.1062,DANGER
NODE_01,0.0732,0.215,0.1141,SAFE
NODE_01,4.8775,2.2038,7.1215,DANGER
NODE_01,0.0161,0.1428,0.0883,SAFE
NODE_01,0.1702,0.2097,0.1073,SAFE
NODE_01,0.9182,1.0506,1.1489,WARNING
NODE_01,0.0197,0.1489,0.0729,SAFE
NODE_01,0.2745,0.1253,0.1237,SAFE
NODE_01,0.0295,0.1656,0.0072,SAFE
NODE_01,3.4062,1.0233,0.5306,WARNING
NODE_01,0.0367,0.2634,0.0463,SAFE
NODE_01,0.0226,0.1442,0.0945,SAFE
NODE_01,0.1264,0.204,0.1506,SAFE
NODE_01,0.1676,0.1861,0.1841,SAFE
NODE_01,3.0703,1.0201,1.2166,WARNING
NODE_01,0.027,0.0309,0.0445,SAFE
NODE_01,0.001,0.0531,0.0904,SAFE
NODE_01,0.0958,0.2347,0.005,SAFE
NODE_01,0.783,0.802,0.4812,WARNING
NODE_01,0.1413,0.2069,0.1196,SAFE
NODE_01,0.2245,0.0501,0.116,SAFE
NODE_01,0.1742,0.2001,0.1783,SAFE
NODE_01,0.1785,0.1012,0.1219,SAFE
NODE_01,0.083,0.1636,0.0268,SAFE
NODE_01,2.4093,0.8143,0.9441,WARNING
NODE_01,0.1762,0.2837,0.0755,SAFE
NODE_01,0.0661,0.1882,0.1166,SAFE
NODE_01,0.2824,0.2181,0.0215,SAFE
NODE_01,1.7068,1.1345,0.4384,WARNING
NODE_01,2.4825,0.8581,0.6193,WARNING
NODE_01,0.1734,0.0285,0.1557,SAFE
NODE_01,0.0202,0.188,0.1602,SAFE
NODE_01,0.1005,0.1844,0.1124,SAFE
NODE_01,0.2087,0.0762,0.1164,SAFE
NODE_01,0.2693,0.2409,0.1223,SAFE
NODE_01,0.2426,0.0655,0.1089,SAFE
NODE_01,0.0429,0.1292,0.1031,SAFE
NODE_01,0.268,0.0565,0.0242,SAFE
NODE_01,9.4853,3.295,5.1901,DANGER
NODE_01,0.2508,0.0251,0.0951,SAFE
NODE_01,0.0173,0.0389,0.03,SAFE
NODE_01,0.1117,0.2436,0.1289,SAFE
NODE_01,0.1796,0.0909,0.0608,SAFE
NODE_01,0.1288,0.2631,0.1478,SAFE
NODE_01,0.0302,0.2503,0.0116,SAFE
NODE_01,0.1645,0.147,0.142,SAFE
NODE_01,0.2563,0.0357,0.1188,SAFE
NODE_01,0.0307,0.0962,0.0068,SAFE
NODE_01,0.1973,0.1973,0.1795,SAFE
NODE_01,0.1479,0.2975,0.0643,SAFE
NODE_01,0.1636,0.1936,0.1464,SAFE
NODE_01,2.6038,1.1784,0.924,WARNING
NODE_01,0.0551,0.2698,0.0665,SAFE
NODE_01,0.1214,0.0789,0.0265,SAFE
NODE_01,14.154,3.0437,7.7243,DANGER
NODE_01,0.0337,0.1445,0.0744,SAFE
NODE_01,0.1783,0.1284,0.0441,SAFE
NODE_01,0.5278,0.7233,1.1184,WARNING
NODE_01,0.1872,0.1156,0.1007,SAFE
NODE_01,0.0921,0.1044,0.1628,SAFE
NODE_01,0.0615,0.279,0.1398,SAFE
NODE_01,0.2358,0.1853,0.1835,SAFE
NODE_01,3.3334,1.0347,1.1686,WARNING
NODE_01,0.2196,0.2347,0.0866,SAFE
NODE_01,7.1699,4.4895,2.6087,DANGER
NODE_01,0.1746,0.2888,0.1861,SAFE
NODE_01,0.2852,0.101,0.0621,SAFE
NODE_01,0.0881,0.0346,0.094,SAFE
NODE_01,2.4131,0.7292,0.8413,WARNING
NODE_01,0.2799,0.0623,0.1765,SAFE
NODE_01,2.1269,0.6881,1.4777,WARNING
NODE_01,2.5034,1.0397,0.4325,WARNING
NODE_01,0.2091,0.2177,0.0044,SAFE
NODE_01,0.0852,0.0261,0.0592,SAFE
NODE_01,11.1218,1.783,7.2017,DANGER
NODE_01,2.9946,1.1803,1.1773,WARNING
NODE_01,0.1021,0.1794,0.0996,SAFE
NODE_01,3.0806,0.4502,1.5869,WARNING
NODE_01,2.4574,0.4287,1.3429,WARNING
NODE_01,1.516,0.694,0.7665,WARNING
NODE_01,0.1099,0.1912,0.1266,SAFE
NODE_01,3.0707,1.1402,0.6519,WARNING
NODE_01,0.1543,0.2931,0.0806,SAFE
NODE_01,0.223,0.0637,0.1154,SAFE
NODE_01,0.2425,0.2797,0.1428,SAFE
NODE_01,0.6361,0.68,0.8611,WARNING
NODE_01,0.1071,0.1263,0.0618,SAFE
NODE_01,0.111,0.2217,0.0223,SAFE
NODE_01,0.2697,0.0427,0.1626,SAFE
NODE_01,2.6209,1.1708,1.7436,WARNING
NODE_01,0.0585,0.2938,0.0206,SAFE
NODE_01,0.134,0.0572,0.1421,SAFE
NODE_01,0.2131,0.098,0.0342,SAFE
NODE_01,1.5759,0.4736,1.0159,WARNING
NODE_01,0.1175,0.0959,0.1326,SAFE
NODE_01,0.2683,0.0689,0.0382,SAFE
NODE_01,1.9699,0.7134,0.45,WARNING
NODE_01,0.1274,0.0773,0.1146,SAFE
NODE_01,4.6391,5.6151,5.0212,DANGER
NODE_01,2.0458,0.5766,1.5216,WARNING
NODE_01,3.3266,0.7893,0.6428,WARNING
NODE_01,0.0951,0.266,0.1157,SAFE
NODE_01,0.0195,0.2182,0.0144,SAFE
NODE_01,0.2948,0.1671,0.0158,SAFE
NODE_01,0.163,0.2064,0.1768,SAFE
NODE_01,0.0477,0.2416,0.1621,SAFE
NODE_01,1.8272,0.7449,0.977,WARNING
NODE_01,0.1625,0.1804,0.1844,SAFE
NODE_01,0.1149,0.0578,0.0783,SAFE
NODE_01,0.0999,0.2471,0.1511,SAFE
